date,JKHY,isPartial
2023-08-12 13:00:00,0,False
2023-08-12 14:00:00,0,False
2023-08-12 15:00:00,0,False
2023-08-12 16:00:00,43,False
2023-08-12 17:00:00,27,False
2023-08-12 18:00:00,20,False
2023-08-12 19:00:00,0,False
2023-08-12 20:00:00,0,False
2023-08-12 21:00:00,37,False
2023-08-12 22:00:00,0,False
2023-08-12 23:00:00,0,False
2023-08-13 00:00:00,0,False
2023-08-13 01:00:00,0,False
2023-08-13 02:00:00,0,False
2023-08-13 03:00:00,0,False
2023-08-13 04:00:00,0,False
2023-08-13 05:00:00,0,False
2023-08-13 06:00:00,0,False
2023-08-13 07:00:00,0,False
2023-08-13 08:00:00,0,False
2023-08-13 09:00:00,0,False
2023-08-13 10:00:00,49,False
2023-08-13 11:00:00,0,False
2023-08-13 12:00:00,26,False
2023-08-13 13:00:00,0,False
2023-08-13 14:00:00,0,False
2023-08-13 15:00:00,0,False
2023-08-13 16:00:00,0,False
2023-08-13 17:00:00,19,False
2023-08-13 18:00:00,0,False
2023-08-13 19:00:00,36,False
2023-08-13 20:00:00,0,False
2023-08-13 21:00:00,0,False
2023-08-13 22:00:00,0,False
2023-08-13 23:00:00,24,False
2023-08-14 00:00:00,0,False
2023-08-14 01:00:00,0,False
2023-08-14 02:00:00,0,False
2023-08-14 03:00:00,0,False
2023-08-14 04:00:00,0,False
2023-08-14 05:00:00,0,False
2023-08-14 06:00:00,0,False
2023-08-14 07:00:00,23,False
2023-08-14 08:00:00,0,False
2023-08-14 09:00:00,0,False
2023-08-14 10:00:00,0,False
2023-08-14 11:00:00,34,False
2023-08-14 12:00:00,0,False
2023-08-14 13:00:00,0,False
2023-08-14 14:00:00,0,False
2023-08-14 15:00:00,0,False
2023-08-14 16:00:00,13,False
2023-08-14 17:00:00,0,False
2023-08-14 18:00:00,0,False
2023-08-14 19:00:00,0,False
2023-08-14 20:00:00,0,False
2023-08-14 21:00:00,0,False
2023-08-14 22:00:00,0,False
2023-08-14 23:00:00,0,False
2023-08-15 00:00:00,40,False
